,First Author First Name,First Author Last Name,Paper Title,Year,Full Paper or WIP?,Session Name,Authors,Link_x,File Name,DOI,Original File Name,Author(s) ID,Title,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link_y,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 1 Affiliation,Author 1 Country,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
117,Yasmine,Kotturi,Long-Term Peer Reviewing Effort is Anti-Reciprocal,2017,WIP,Work in Progress,"Yasmine Kotturi, Andrew Du, Scott R. Klemmer, Chinmay Kulkarni",https://dl.acm.org/doi/pdf/10.1145/3051457.3054004,2017_Long-Term Peer Reviewing Effort is Anti-Reciprocal.pdf,10.1145/3051457.3054004,3051457.3054004.pdf,56598089900; 57194046185; 6603250689; 36651262600,Long-Term peer reviewing effort is anti-reciprocal,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,279,282,3.0,8.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018401592&doi=10.1145%2f3051457.3054004&partnerID=40&md5=e7f890dc73a609eafd32e8d95deb426c,Conference paper,Final,,Scopus,2-s2.0-85018401592,Yasmine,Kotturi,56598089900,Andrew,Du,57194046185,Scott,Klemmer,6603250689,Chinmay,Kulkarni,36651262600,,,,,,,,,,,,,,,,,,,,,,,,,Carnegie Mellon University,United States,"University of California, San Diego",United States,"University of California, San Diego",United States,Google LLC,United States,,,,,,,,,,,,,,,,
118,Jacob,Whitehill,MOOC Dropout Prediction: How to Measure Accuracy?  161-164,2017,WIP,Work in Progress,"Jacob Whitehill, Kiran Mohan, Daniel T. Seaton, Yigal Rosen, Dustin Tingley",https://dl.acm.org/doi/pdf/10.1145/3051457.3053974,2017_MOOC Dropout Prediction: How to Measure Accuracy?  161-164.pdf,10.1145/3051457.3053974,3051457.3053974.pdf,24826006100; 57194042916; 15042760500; 18042058000; 12446550300,MOOC dropout prediction: How to measure accuracy?,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,161,164,3.0,39.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371405&doi=10.1145%2f3051457.3053974&partnerID=40&md5=1c51996303efc97b29db9ec82e75c1ae,Conference paper,Final,,Scopus,2-s2.0-85018371405,Jacob,Whitehill,24826006100,Kiran,Mohan,57194042916,Daniel,Seaton,15042760500,Yigal,Rosen,18042058000,Dustin,Tingley,12446550300,,,,,,,,,,,,,,,,,,,,,,Worcester Polytechnic Institute,United States,Worcester Polytechnic Institute,United States,Massachusetts Institute of Technology,United States,BrainPOP,United States,Harvard University,United States,,,,,,,,,,,,,,
119,Joseph Jay,Williams,MOOClets: A Framework for Dynamic Experimentation and Personalization,2017,WIP,Work in Progress,"Joseph Jay Williams, Anna N. Rafferty, Samuel G. Maldonado, Andrew M. Ang, Dustin Tingley, Juho Kim",https://dl.acm.org/doi/pdf/10.1145/3051457.3054006,2017_MOOClets: A Framework for Dynamic Experimentation and Personalization.pdf,10.1145/3051457.3054006,3051457.3054006.pdf,57194039312; 42361506800; 56159955100; 57194044580; 12446550300; 58305788800,MOOClets: A framework for dynamic experimentation and personalization,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,287,290,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407094&doi=10.1145%2f3051457.3054006&partnerID=40&md5=e7315bb93f2d39de7391ea6a6ad5617a,Conference paper,Final,,Scopus,2-s2.0-85018407094,Joseph,Jaywilliams,57194039312,Anna N.,Rafferty,42361506800,Samuel,Maldonado,56159955100,Andrew,Ang,57194044580,Dustin,Tingley,12446550300,Juho,Kim,58305788800,,,,,,,,,,,,,,,,,,,Harvard University,United States,"Carleton College, USA",United States,San Jose State University,United States,Harvard University,United States,Harvard University,United States,Korea Advanced Institute of Science and Technology,South Korea,,,,,,,,,,,,
120,Rajan,Vaish,Mobilizing the Crowd to Create an Open Repository of Research Talks,2017,WIP,Work in Progress,"Rajan Vaish, Sharad Goel, Amin Saberi",https://dl.acm.org/doi/pdf/10.1145/3051457.3054012,2017_Mobilizing the Crowd to Create an Open Repository of Research Talks.pdf,10.1145/3051457.3054012,3051457.3054012.pdf,55883417000; 35785827100; 7005675226,Mobilizing the crowd to create an open repository of research talks,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,311,314,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018405216&doi=10.1145%2f3051457.3054012&partnerID=40&md5=9a301e1e4908567b294d8aae528a8eb8,Conference paper,Final,,Scopus,2-s2.0-85018405216,Rajan,Vaish,55883417000,Sharad,Goel,35785827100,Amin,Saberi,7005675226,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snap Inc.,United States,John F. Kennedy School of Government,United States,Stanford University,United States,,,,,,,,,,,,,,,,,,
121,Chase,Geigle,Modeling MOOC Student Behavior With Two-Layer Hidden Markov Models,2017,WIP,Work in Progress,"Chase Geigle, ChengXiang Zhai",https://dl.acm.org/doi/pdf/10.1145/3051457.3053986,2017_Modeling MOOC Student Behavior With Two-Layer Hidden Markov Models.pdf,10.1145/3051457.3053986,3051457.3053986.pdf,55637377400; 35232046000,Modeling MOOC student behavior with two-layer hidden markov models,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,205,208,3.0,32.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018394851&doi=10.1145%2f3051457.3053986&partnerID=40&md5=36c2529a660cebb54fba33d370557bd9,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85018394851,Chase,Geigle,55637377400,ChengXiang,Zhai,35232046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois Urbana-Champaign,United States,University of Illinois Urbana-Champaign,United States,,,,,,,,,,,,,,,,,,,,
122,Biao,Yin,Observing Personalizations in Learning: Identifying Heterogeneous Treatment Effects Using Causal Trees,2017,WIP,Work in Progress,"Biao Yin, Thanaporn Patikorn, Anthony F. Botelho, Neil T. Heffernan",https://dl.acm.org/doi/pdf/10.1145/3051457.3054009,2017_Observing Personalizations in Learning: Identifying Heterogeneous Treatment Effects Using Causal Trees.pdf,10.1145/3051457.3054009,3051457.3054009.pdf,57194044631; 57189378994; 56597707600; 14041775100,Observing personalizations in learning: Identifying heterogeneous treatment effects using causal trees,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,299,302,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018442094&doi=10.1145%2f3051457.3054009&partnerID=40&md5=dd0adb8d38f0c44cfb9ad37dd00c4a99,Conference paper,Final,,Scopus,2-s2.0-85018442094,Biao,Yin,57194044631,Thanaporn,Patikorn,57189378994,Anthony F.,Botelho,56597707600,Neil T.,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,,,,Worcester Polytechnic Institute,United States,Worcester Polytechnic Institute,United States,University of Florida,United States,Worcester Polytechnic Institute,United States,,,,,,,,,,,,,,,,
123,Hao,Wan,One Decision Tree is Enough to Make Customization,2017,WIP,Work in Progress,"Hao Wan, Joseph E. Beck",https://dl.acm.org/doi/pdf/10.1145/3051457.3053983,2017_One Decision Tree is Enough to Make Customization.pdf,10.1145/3051457.3053983,3051457.3053983.pdf,55734526400; 7403532386,One decision tree is enough to make customization,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,193,196,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018427939&doi=10.1145%2f3051457.3053983&partnerID=40&md5=11d831ccf27e4293411dfee0280a369c,Conference paper,Final,,Scopus,2-s2.0-85018427939,Hao,Wan,55734526400,Joseph E.,Beck,7403532386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worcester Polytechnic Institute,United States,Worcester Polytechnic Institute,United States,,,,,,,,,,,,,,,,,,,,
124,Stian,Håklev,Orchestration Graphs: Enabling Rich Social Pedagogical Scenarios in MOOCs,2017,WIP,Work in Progress,"Stian Håklev, Louis Faucon, Thanasis Hadzilacos, Pierre Dillenbourg",https://dl.acm.org/doi/pdf/10.1145/3051457.3054000,2017_Orchestration Graphs: Enabling Rich Social Pedagogical Scenarios in MOOCs.pdf,10.1145/3051457.3054000,3051457.3054000.pdf,35796839400; 57194028967; 6602396756; 8912010400,Orchestration graphs: Enabling rich social pedagogical scenarios in MOOCs,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,261,264,3.0,12.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018446417&doi=10.1145%2f3051457.3054000&partnerID=40&md5=2c1062f5997ab543c566408ab2c9cfcb,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018446417,Stian,Håklev,35796839400,Louis,Faucon,57194028967,Thanasis,Hadzilacos,6602396756,Pierre,Dillenbourg,8912010400,,,,,,,,,,,,,,,,,,,,,,,,,Minerva Project,United States,Ecole Polytechnique Fédérale de Lausanne,Switzerland,Open University of Cyprus,Cyprus,Ecole Polytechnique Fédérale de Lausanne,Switzerland,,,,,,,,,,,,,,,,
125,Stacey L. Houston,II,"Pass the Idea Please: The Relationship between Network Position, Direct Engagement, and Course Performance in MOOCs",2017,WIP,Work in Progress,"Stacey L. Houston II, Katherine A. Brady, Gayathri Narasimham, Douglas H. Fisher",https://dl.acm.org/doi/pdf/10.1145/3051457.3054008,"2017_Pass the Idea Please: The Relationship between Network Position, Direct Engagement, and Course Performance in MOOCs.pdf",10.1145/3051457.3054008,3051457.3054008.pdf,56763614900; 56597582100; 16643145000; 7403343284,"Pass the idea please: The relationship between network position, direct engagement, and course performance in MOOCs",L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,295,298,3.0,16.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018423256&doi=10.1145%2f3051457.3054008&partnerID=40&md5=332e39ac24045cb6e0c4a59449da107a,Conference paper,Final,,Scopus,2-s2.0-85018423256,Stacey L.,Houstonii,56763614900,Katherine,Brady,56597582100,Gayathri,Narasimham,16643145000,Douglas,Fisher,7403343284,,,,,,,,,,,,,,,,,,,,,,,,,George Mason University,United States,Vanderbilt University,United States,Vanderbilt University School of Engineering,United States,Vanderbilt University,United States,,,,,,,,,,,,,,,,
126,Juho,Leinonen,Preventing Keystroke Based Identification in Open Data Sets,2017,Full Paper,Integrity of Courses and Learners,"Juho Leinonen, Petri Ihantola, Arto Hellas",https://dl.acm.org/doi/pdf/10.1145/3051457.3051458,2017_Preventing Keystroke Based Identification in Open Data Sets.pdf,10.1145/3051457.3051458,3051457.3051458.pdf,57156123300; 14019704700; 57192188480,Preventing keystroke based identification in open data sets,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,101,109,8.0,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018432742&doi=10.1145%2f3051457.3051458&partnerID=40&md5=e91cb7cb56d8531abcc97dbc99f05867,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018432742,Juho,Leinonen,57156123300,Petri,Ihantola,14019704700,Arto,Hellas,57192188480,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Auckland,New Zealand,Helsingin Yliopisto,Finland,Aalto University,Finland,,,,,,,,,,,,,,,,,,
127,Hao Fei,Cheng,ProjectLens: Supporting Project-based Collaborative Learning on MOOCs,2017,WIP,Work in Progress,"Hao Fei Cheng, Bowen Yu, Yeong Hoon Park, Haiyi Zhu",https://dl.acm.org/doi/pdf/10.1145/3051457.3053998,2017_ProjectLens: Supporting Project-based Collaborative Learning on MOOCs.pdf,10.1145/3051457.3053998,3051457.3053998.pdf,57193276567; 57193546914; 57200502841; 55089020000,ProjectLens: Supporting project-based collaborative learning on MOOCs,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,253,256,3.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018400449&doi=10.1145%2f3051457.3053998&partnerID=40&md5=9215620f998c8f811413de1191b8ea4b,Conference paper,Final,,Scopus,2-s2.0-85018400449,Hao Fei,Cheng,57193276567,Bowen,Yu,57193546914,Yeong Hoon,Park,57200502841,Haiyi,Zhu,55089020000,,,,,,,,,,,,,,,,,,,,,,,,,Carnegie Mellon University,United States,University of Minnesota Twin Cities,United States,University of Minnesota Twin Cities,United States,Carnegie Mellon University,United States,,,,,,,,,,,,,,,,
128,Shayan,Doroudi,Robust Evaluation Matrix: Towards a More Principled Offline Exploration of Instructional Policies,2017,Full Paper,Engineering Learning Environments,"Shayan Doroudi, Vincent Aleven, Emma Brunskill",https://dl.acm.org/doi/pdf/10.1145/3051457.3051463,2017_Robust Evaluation Matrix: Towards a More Principled Offline Exploration of Instructional Policies.pdf,10.1145/3051457.3051463,3051457.3051463.pdf,57190766981; 6602528401; 15762040900,Robust evaluation matrix towards a more principled offline exploration of instructional policies,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,3,12,9.0,16.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018396800&doi=10.1145%2f3051457.3051463&partnerID=40&md5=ace7ca0761f73ec5032e0f6cde194690,Conference paper,Final,,Scopus,2-s2.0-85018396800,Shayan,Doroudi,57190766981,Vincent,Aleven,6602528401,Emma,Brunskill,15762040900,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Irvine",United States,Carnegie Mellon University,United States,Stanford University,United States,,,,,,,,,,,,,,,,,,
129,David A.,Joyner,Scaling Expert Feedback: Two Case Studies,2017,Full Paper,Feedback for Improving Learning,David A. Joyner,https://dl.acm.org/doi/pdf/10.1145/3051457.3051459,2017_Scaling Expert Feedback: Two Case Studies.pdf,10.1145/3051457.3051459,3051457.3051459.pdf,35183234600,Scaling expert feedback: Two case studies,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,71,80,9.0,22.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018449062&doi=10.1145%2f3051457.3051459&partnerID=40&md5=899abdf8ab36e2c4fa56ca0f1dcdc2f2,Conference paper,Final,,Scopus,2-s2.0-85018449062,David A.,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,,,
130,Lilach,Gal,Suggesting a Log-Based Creativity Measurement for Online Programming Learning Environment,2017,WIP,Work in Progress,"Lilach Gal, Arnon Hershkovitz, Andoni Eguíluz Morán, Mariluz Guenaga, Pablo Garaizar",https://dl.acm.org/doi/pdf/10.1145/3051457.3054003,2017_Suggesting a Log-Based Creativity Measurement for Online Programming Learning Environment.pdf,10.1145/3051457.3054003,3051457.3054003.pdf,57194028259; 35261985800; 25960749800; 14522740000; 36185549200,Suggesting a log-based creativity measurement for online programming learning environment,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,273,277,4.0,11.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018390213&doi=10.1145%2f3051457.3054003&partnerID=40&md5=d3ed91478fd99a1e08a8773c3751044e,Conference paper,Final,,Scopus,2-s2.0-85018390213,Lilach,Gal,57194028259,Arnon,Hershkovitz,35261985800,Andoni Eguíluz,Morán,25960749800,Mariluz,Guenaga,14522740000,Pablo,Garaizar,36185549200,,,,,,,,,,,,,,,,,,,,,,Tel Aviv University,Israel,"Tel Aviv University, School of Education",Israel,Universidad de Deusto,Spain,Universidad de Deusto,Spain,Universidad de Deusto,Spain,,,,,,,,,,,,,,
131,Ralf,Teusner,Taking Informed Action on Student Activity in MOOCs,2017,WIP,Work in Progress,"Ralf Teusner, Kai-Adrian Rollmann, Jan Renz",https://dl.acm.org/doi/pdf/10.1145/3051457.3053971,2017_Taking Informed Action on Student Activity in MOOCs.pdf,10.1145/3051457.3053971,3051457.3053971.pdf,55810128500; 56159595800; 56236876600,Taking informed action on student activity in MOOCs,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,149,152,3.0,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018368986&doi=10.1145%2f3051457.3053971&partnerID=40&md5=bef3f0f706431d5eb895eaff1b946124,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018368986,Ralf,Teusner,55810128500,Kai-Adrian,Rollmann,56159595800,Jan,Renz,56236876600,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität Potsdam,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,,,,,,,,,,,,,,,,,,
132,Eliane Stampfer,Wiese,Teaching Students to Recognize and Implement Good Coding Style,2017,Full Paper,Learn to Code,"Eliane Stampfer Wiese, Michael Yen, Antares Chen, Lucas A. Santos, Armando Fox",https://dl.acm.org/doi/pdf/10.1145/3051457.3051469,2017_Teaching Students to Recognize and Implement Good Coding Style.pdf,10.1145/3051457.3051469,3051457.3051469.pdf,56335976300; 57194036933; 57188817705; 57194045304; 35571093800,Teaching students to recognize and implement good coding style,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,41,50,9.0,22.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018404269&doi=10.1145%2f3051457.3051469&partnerID=40&md5=4e0c221a0fb67be213f4771d0fd8ad80,Conference paper,Final,,Scopus,2-s2.0-85018404269,Eliane S.,Wiese,56335976300,Michael,Yen,57194036933,Antares,Chen,57188817705,Lucas A.,Santos,57194045304,Armando,Fox,35571093800,,,,,,,,,,,,,,,,,,,,,,The University of Utah,United States,Turnitin,United States,The University of Chicago,United States,Universidade Federal de Sao Carlos,Brazil,"University of California, Berkeley",United States,,,,,,,,,,,,,,
133,An,Ju,"Teamscope: Scalable Team Evaluation via Automated Metric Mining for Communication, Organization, Execution, and Evolution",2017,WIP,Work in Progress,"An Ju, Elena L. Glassman, Armando Fox",https://dl.acm.org/doi/pdf/10.1145/3051457.3053997,"2017_Teamscope: Scalable Team Evaluation via Automated Metric Mining for Communication, Organization, Execution, and Evolution.pdf",10.1145/3051457.3053997,3051457.3053997.pdf,57189384059; 23975987900; 35571093800,"Teamscope: Scalable team evaluation via automated metric mining for communication, organization, execution, and evolution",L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,249,252,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018387502&doi=10.1145%2f3051457.3053997&partnerID=40&md5=4c50e5b761f7117f89924f42ed53d8d7,Conference paper,Final,,Scopus,2-s2.0-85018387502,An,Ju,57189384059,Elena,Glassman,23975987900,Armando,Fox,35571093800,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",United States,Harvard University,United States,"University of California, Berkeley",United States,,,,,,,,,,,,,,,,,,
134,Nia M.,Dowell,The Changing Patterns of MOOC Discourse,2017,WIP,Work in Progress,"Nia M. Dowell, Christopher A. Brooks, Vitomir Kovanovic, Srecko Joksimovic, Dragan Gasevic",https://dl.acm.org/doi/pdf/10.1145/3051457.3054005,2017_The Changing Patterns of MOOC Discourse.pdf,10.1145/3051457.3054005,3051457.3054005.pdf,35261668200; 14047887300; 55096902400; 55837206800; 8549413500,The changing patterns of MOOC discourse,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,283,286,3.0,17.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018389849&doi=10.1145%2f3051457.3054005&partnerID=40&md5=01b8789f3e03252cc12688d6d31cb496,Conference paper,Final,,Scopus,2-s2.0-85018389849,Nia M.M.,Dowell,35261668200,Christopher,Brooks,14047887300,Vitomir,Kovanovic,55096902400,Srećko,Joksimovic,55837206800,Dragan,Gaševic,8549413500,,,,,,,,,,,,,,,,,,,,,,"University of California, Irvine",United States,"University of Michigan, Ann Arbor",United States,University of South Australia,Australia,University of South Australia,Australia,Monash University,Australia,,,,,,,,,,,,,,
135,René F.,Kizilcec,Towards Equal Opportunities in MOOCs: Affirmation Reduces Gender & Social-Class Achievement Gaps in China,2017,Full Paper,Experimentation,"René F. Kizilcec, Glenn M. Davis, Geoffrey L. Cohen",https://dl.acm.org/doi/pdf/10.1145/3051457.3051460,2017_Towards Equal Opportunities in MOOCs: Affirmation Reduces Gender & Social-Class Achievement Gaps in China.pdf,10.1145/3051457.3051460,3051457.3051460.pdf,55657281000; 57194033164; 7403353347,Towards equal opportunities in MOOCs: Affirmation reduces gender & social-class achievement gaps in China,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,121,130,9.0,35.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407630&doi=10.1145%2f3051457.3051460&partnerID=40&md5=b4751eb1af21562696f007c3ee878e09,Conference paper,Final,,Scopus,2-s2.0-85018407630,René F.,Kizilcec,55657281000,Glenn M.,Davis,57194033164,Geoffrey L.,Cohen,7403353347,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell Information Science,United States,Tsinghua University,China,Stanford Graduate School of Education,United States,,,,,,,,,,,,,,,,,,
